timestamp,phase,script_name,action,status,execution_id,execution_status,input_paths,output_paths,positions_modified,account_state_modified,email_sent,d3_inhibit_active,broker_used,order_code_created,smtp_config_modified,archived_legacy_used,notes
2026-07-24T00:03:23-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-24T11:20:35-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-24T12:52:04-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-24T19:12:19-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-24T19:13:56-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-24T23:21:29-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-25T12:48:04-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-27T13:41:41-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-27T17:03:13-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-27T18:01:34-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-27T19:01:55-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-28T13:24:45-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-28T16:39:52-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-28T18:36:14-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-28T18:40:13-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-29T08:28:59-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-29T13:34:35-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-29T17:19:46-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
2026-07-29T17:50:16-04:00,phase5r_c9b,create_phase5r_c9b_price_aware_action_plan.py,create_price_aware_action_plan,complete,,filled,05_risk_and_positions/current_account_state.local.json;05_risk_and_positions/phase5r_c9_exact_action_plan.csv;05_risk_and_positions/phase5r_c9_dynamic_position_weights.csv;03_source_data/phase5r/phase5r_b2_market_data_snapshot.csv;06_execution_records/manual_executions.local.csv,05_risk_and_positions/phase5r_c9b_price_aware_action_plan.csv;04_research/realtime_stock_picker_phase5r/phase5r_c9b_execution_report.md,no,no,no,no,no,no,no,no,market_at_open_default=no; limit_non_execution_risk=yes; fill_price_invented=no
